Row.names	beta_.Intercept.	beta_bone1	beta_daysinculture	beta_bone0.queen1	beta_bone1.queen1	beta_bone0.treatmentE2	beta_bone1.treatmentE2	se_.Intercept.	se_bone1	se_daysinculture	se_bone0.queen1	se_bone1.queen1	se_bone0.treatmentE2	se_bone1.treatmentE2	p_val_.Intercept.	p_val_bone1	p_val_daysinculture	p_val_bone0.queen1	p_val_bone1.queen1	p_val_bone0.treatmentE2	p_val_bone1.treatmentE2	fdr_Queen_at_lb	fdr_Queen_at_vert	Gene	Genename	highlight
ENSFDAG00000017629	-0.260284186	0.913059062	-0.043831005	0.898262681	0.794823952	0.112370208	0.237084491	0.957885993	0.111495707	0.011571316	0.196297994	0.23681517	0.11034697	0.144896018	0.79028202	0.006248481	0.683666667	0.042618667	0.102405739	0.73515533	0.533391156	0.48364952	0.999843736	ENSFDAG00000017629_CD109	CD109	0
ENSFDAG00000017969	-0.175939323	0.107472171	0.005120846	0.339216332	0.101943872	0.027297274	-0.007677815	0.108254755	0.025084034	0.001200775	0.028031729	0.035865671	0.024260701	0.031526669	0.592832421	0.497407703	0.882517657	0.04275887	0.590372294	0.860880163	0.965509194	0.48364952	0.999843736	ENSFDAG00000017969_ACSL3	ACSL3	0
ENSFDAG00000020445	-0.06838458	0.1189787	0.005949582	-0.166002989	-0.047752404	0.027151238	-0.020939757	0.025896397	0.006000532	0.000287246	0.006705671	0.008579685	0.005803576	0.007541721	0.670872638	0.124553008	0.725556559	0.042642826	0.606178035	0.721538521	0.809460746	0.48364952	0.999843736	ENSFDAG00000020445_RTRAF	RTRAF	0
ENSFDAG00000021161	-0.20654993	0.031633227	0.023831411	-0.202342705	0.05690878	0.032745203	0.06903489	0.038430624	0.008904875	0.000426277	0.009951312	0.012732375	0.008612591	0.011192022	0.292054344	0.737459336	0.248393446	0.042522403	0.614021535	0.724206589	0.514045878	0.48364952	0.999843736	ENSFDAG00000021161_MPI	MPI	0
ENSFDAG00000023179	-0.189595927	-0.196222733	0.03400658	-0.342134228	0.035627215	0.012911473	0.208860612	0.109833142	0.025449766	0.001218282	0.02844044	0.036388604	0.024614429	0.031986337	0.567262839	0.218694656	0.329911729	0.042483838	0.851843647	0.934411007	0.242881133	0.48364952	0.999843736	ENSFDAG00000023179_ENSFDAG00000023179	ENSFDAG00000023179	0
ENSFDAG00000009303	-0.774342158	0.297898472	0.079703015	-0.565700956	0.129249344	0.00317187	0.230758136	0.302145478	0.070011034	0.003351434	0.078238227	0.100103228	0.067713064	0.087992813	0.158917811	0.260224081	0.168585285	0.043130067	0.682898174	0.990274577	0.436617778	0.485669799	0.999843736	ENSFDAG00000009303_KCNT2	KCNT2	0
ENSFDAG00000012166	-0.060627373	-0.157700609	-0.001183383	0.356257503	0.200820884	0.254977271	-0.026364271	0.119852626	0.027771411	0.00132942	0.031034907	0.039708139	0.026859871	0.034904278	0.860982421	0.343989421	0.974108444	0.043148633	0.313556332	0.119759286	0.887778258	0.485669799	0.999843736	ENSFDAG00000012166_ENSFDAG00000012166	ENSFDAG00000012166	0
ENSFDAG00000018882	-0.434290964	-0.026124433	0.06301226	-0.355802983	-0.111465318	-0.194693294	0.156249926	0.11945587	0.027679478	0.001325019	0.030932171	0.039576691	0.026770955	0.034788732	0.20891949	0.875225396	0.083439691	0.043069064	0.575275356	0.234076438	0.402186205	0.485669799	0.999843736	ENSFDAG00000018882_DZIP1	DZIP1	0
ENSFDAG00000001020	-0.562576284	-0.043586914	0.050575392	0.724490616	0.364097766	-0.031299972	0.028648765	0.671645249	0.059191832	0.008272679	0.128746667	0.150616371	0.059000242	0.077472086	0.492426856	0.857817196	0.578174631	0.043473475	0.348156627	0.897468681	0.918020164	0.488195798	0.999843736	ENSFDAG00000001020_PNRC1	PNRC1	0
ENSFDAG00000016464	-1.30691488	-0.117481168	0.173240862	-0.538443849	-0.066761367	-0.113324593	0.030769288	0.274723416	0.063656986	0.003047265	0.071137497	0.091018078	0.061567575	0.080006778	0.012651086	0.641477091	0.001699276	0.043509058	0.824866795	0.647873737	0.913375995	0.488242476	0.999843736	ENSFDAG00000016464_SYT14	SYT14	0
ENSFDAG00000026708	-0.543403898	0.090648412	0.090674936	-0.704035718	-0.014622521	-0.512038871	-0.165117675	0.470173561	0.108945325	0.005215221	0.121747795	0.155772283	0.105369415	0.136927067	0.428075173	0.783596666	0.209261465	0.043618861	0.970445891	0.114700334	0.655438427	0.488927267	0.999843736	ENSFDAG00000026708_ENSFDAG00000026708	ENSFDAG00000026708	0
ENSFDAG00000003202	-0.120265219	0.011901264	0.010366319	-0.2425563	0.313755514	0.074180791	0.083736048	0.055856764	0.012942738	0.00061957	0.014463676	0.018505795	0.012517919	0.016266978	0.6108472	0.916683982	0.677069123	0.043711352	0.021087444	0.507318955	0.511478851	0.489106041	0.858131488	ENSFDAG00000003202_LRRC8C	LRRC8C	0
ENSFDAG00000009261	-0.242162465	-0.033490767	0.03144717	0.244114018	-0.138476691	-0.082641071	-0.134884202	0.056580726	0.01311049	0.0006276	0.01465114	0.01874565	0.012680164	0.016477815	0.308650335	0.769909626	0.209377718	0.043719211	0.311821143	0.463013178	0.293360218	0.489106041	0.999843736	ENSFDAG00000009261_ENSFDAG00000009261	ENSFDAG00000009261	0
ENSFDAG00000006204	-0.481217882	-0.03426836	0.068879385	-0.301471458	-0.07492763	-0.252143852	0.12780174	0.086545277	0.020053666	0.000959971	0.022410228	0.028673147	0.019395445	0.02520429	0.101889443	0.808788337	0.026208604	0.044027259	0.65813403	0.070218294	0.420815778	0.490964997	0.999843736	ENSFDAG00000006204_RBFOX2	RBFOX2	0
ENSFDAG00000006574	0.974024822	-1.301354503	-0.0729242	1.084715121	0.318116919	-0.345770132	0.466298404	1.125882518	0.260881613	0.012488423	0.291538542	0.373013936	0.252318702	0.327886985	0.358640107	0.010838901	0.514042475	0.044543134	0.602461602	0.491228972	0.415454419	0.490964997	0.999843736	ENSFDAG00000006574_ENSFDAG00000006574	ENSFDAG00000006574	0
ENSFDAG00000006609	-0.346291199	0.680926867	0.019516474	-0.793185824	-0.069417754	0.154062834	0.026372421	0.602202375	0.139538117	0.0066797	0.155935632	0.199514492	0.134958061	0.175377376	0.655422612	0.068324136	0.811265557	0.04457525	0.876496866	0.674944964	0.949786984	0.490964997	0.999843736	ENSFDAG00000006609_AREG	AREG	0
ENSFDAG00000008114	-0.062606518	0.051675623	0.01505792	-0.301023871	-0.155759434	0.012553973	-0.088653145	0.086737754	0.020098265	0.000962105	0.022460068	0.028736916	0.01943858	0.025260345	0.831657222	0.715479092	0.627349926	0.044578618	0.358185477	0.928253213	0.57698447	0.490964997	0.999843736	ENSFDAG00000008114_ZNF81	ZNF81	0
ENSFDAG00000008790	0.572837253	-0.386564303	-0.063602908	0.373780653	0.375901955	0.094517362	0.084281062	0.146042985	0.026684101	0.001678562	0.034519198	0.043565443	0.026027024	0.034036949	0.13388324	0.017960095	0.120562559	0.04424021	0.071709545	0.557964624	0.647793188	0.490964997	0.999843736	ENSFDAG00000008790_UMPS	UMPS	0
ENSFDAG00000009298	-0.20978633	-0.641668306	0.067535715	-0.322854145	0.173369627	-0.273382612	0.006743531	0.134691082	0.011778173	0.001659741	0.025776237	0.030128922	0.011742118	0.015418148	0.567579133	3.37E-09	0.097372285	0.044333019	0.317888591	0.011639605	0.956689036	0.490964997	0.999843736	ENSFDAG00000009298_MAGI3	MAGI3	0
ENSFDAG00000009591	-0.079233886	0.173062815	-0.007788812	0.311025111	-0.05892534	0.091036881	-0.027182613	0.092465071	0.021425359	0.001025634	0.023943113	0.030634422	0.020722115	0.026928292	0.794425196	0.237073703	0.807845454	0.044426736	0.736369871	0.527117475	0.86843379	0.490964997	0.999843736	ENSFDAG00000009591_DHX57	DHX57	0
ENSFDAG00000009620	-0.496234059	0.071173192	0.054326652	-0.441127961	0.11951184	0.009972068	0.284320697	0.185349347	0.042947853	0.002055917	0.047994775	0.06140773	0.041538177	0.053978668	0.249061064	0.73127054	0.230859745	0.044054273	0.629606927	0.960976312	0.221041567	0.490964997	0.999843736	ENSFDAG00000009620_MAP2	MAP2	0
ENSFDAG00000010134	0.020076105	0.001850314	0.000270586	-0.194255278	0.121390191	-0.012709783	0.005491343	0.036141249	0.008374397	0.000400883	0.009358496	0.011973887	0.008099525	0.010525295	0.91589703	0.983868338	0.98921739	0.0446403	0.267282047	0.887693019	0.957313146	0.490964997	0.999843736	ENSFDAG00000010134_PPIB	PPIB	0
ENSFDAG00000010961	-1.166152688	-0.422786999	0.16609751	-0.564750668	0.335926228	-0.317354684	0.299711451	0.304228049	0.070493593	0.003374534	0.078777493	0.1007932	0.068179784	0.088599313	0.034494148	0.111299277	0.004246078	0.044206411	0.290008098	0.22421584	0.313980807	0.490964997	0.999843736	ENSFDAG00000010961_AR	AR	0
ENSFDAG00000011339	-1.14002986	0.357273374	0.124789895	-0.401188647	-0.090974112	-0.013453326	0.075384611	0.206007967	0.018803121	0.002532137	0.039788991	0.046728037	0.01872712	0.024591516	0.012013848	0.009174894	0.013141572	0.044298512	0.673863396	0.921686773	0.6307172	0.490964997	0.999843736	ENSFDAG00000011339_SCG3	SCG3	0
ENSFDAG00000014466	-0.422174215	0.002096246	0.056821452	-0.292660824	0.003810551	-0.104154192	0.071705934	0.081671915	0.018924444	0.000905915	0.021148309	0.027058563	0.018303288	0.023785038	0.139607418	0.987842228	0.059045384	0.044171707	0.981518525	0.441382478	0.641969623	0.490964997	0.999843736	ENSFDAG00000014466_GARS	GARS	0
ENSFDAG00000014720	-0.499296998	-0.001446298	0.022094847	0.668173282	0.039703803	0.419111345	0.5138201	0.425491962	0.098592018	0.004719607	0.110177842	0.14096891	0.095355935	0.123914595	0.444007357	0.996324846	0.747743393	0.044115507	0.915782628	0.174706054	0.144385249	0.490964997	0.999843736	ENSFDAG00000014720_ENSFDAG00000014720	ENSFDAG00000014720	0
ENSFDAG00000015370	0.022135115	-0.169408206	0.004961735	-0.221324967	0.15808498	0.071622023	0.120624138	0.046925749	0.010873306	0.000520506	0.012151059	0.015546878	0.010516412	0.013666028	0.918611883	0.104242083	0.827833752	0.044663124	0.204850341	0.484918467	0.302146296	0.490964997	0.999843736	ENSFDAG00000015370_PRICKLE3	PRICKLE3	0
ENSFDAG00000016768	0.122481018	-0.169749866	-0.023303387	0.415321258	0.217663813	0.123281983	0.116732493	0.165075705	0.038250186	0.001831039	0.042745073	0.054690909	0.036994702	0.048074443	0.763065064	0.385423943	0.586035059	0.044556175	0.351987759	0.521549706	0.594451887	0.490964997	0.999843736	ENSFDAG00000016768_ENSFDAG00000016768	ENSFDAG00000016768	0
ENSFDAG00000017421	0.197158589	-0.231857009	-0.025125951	0.418075806	0.236940883	-0.031482844	0.132698458	0.166683589	0.038622754	0.001848874	0.043161422	0.055223614	0.03735504	0.048542702	0.629157208	0.238090342	0.558988681	0.044181276	0.313324033	0.870603591	0.546982732	0.490964997	0.999843736	ENSFDAG00000017421_TBC1D20	TBC1D20	0
ENSFDAG00000012218	0.126646258	-0.25357237	-0.028199148	0.636390873	0.263631624	0.290834301	0.097628498	0.388534389	0.090028468	0.00430967	0.100607965	0.128724569	0.087073466	0.113151566	0.838995561	0.398050773	0.667522822	0.044818395	0.462463745	0.324327193	0.771638231	0.491273786	0.999843736	ENSFDAG00000012218_CTSB	CTSB	0
ENSFDAG00000019258	1.345304856	-0.323394795	-0.171405993	0.725891012	0.016452626	0.859420351	-0.26977867	0.505462093	0.117122137	0.005606646	0.130885487	0.167463658	0.11327784	0.147204028	0.058458898	0.344679179	0.022070579	0.044809573	0.967930071	0.010665115	0.481962496	0.491273786	0.999843736	ENSFDAG00000019258_MAP4K2	MAP4K2	0
ENSFDAG00000031897	-0.420315314	0.164343141	0.050284032	-0.350930326	0.194969826	-0.138225409	-0.065746852	0.118106877	0.027366898	0.001310056	0.030582859	0.039129758	0.026468635	0.034395869	0.221317822	0.320498751	0.164752037	0.044781909	0.324314814	0.395539239	0.722960792	0.491273786	0.999843736	ENSFDAG00000031897_ENSFDAG00000031897	ENSFDAG00000031897	0
ENSFDAG00000011294	0.286412696	-0.124967079	-0.045325729	0.434514691	0.189329865	0.37506819	-0.153784655	0.181304322	0.042010568	0.002011049	0.046947347	0.060067581	0.040631656	0.052800649	0.501170931	0.542060416	0.312147566	0.044921326	0.439817751	0.062785577	0.503331109	0.491851079	0.999843736	ENSFDAG00000011294_ENSFDAG00000011294	ENSFDAG00000011294	0
ENSFDAG00000010115	0.205031772	-0.145923218	-0.00842524	-0.235524427	-0.03103477	-0.141427998	0.046903741	0.053373486	0.01236733	0.000592025	0.01382065	0.017683065	0.011961398	0.015543781	0.374820744	0.189466541	0.729141383	0.045132367	0.815463789	0.195963795	0.706761548	0.493245607	0.999843736	ENSFDAG00000010115_EPS15	EPS15	0
ENSFDAG00000002502	0.522462802	-0.248860423	-0.053427953	0.484884499	-0.184712737	0.187855013	-0.303224864	0.227072523	0.052615655	0.002518715	0.058798668	0.075230954	0.050888653	0.066129569	0.272899286	0.277956392	0.28706528	0.045537788	0.500667752	0.404988258	0.238340712	0.493448465	0.999843736	ENSFDAG00000002502_ENSFDAG00000002502	ENSFDAG00000002502	0
ENSFDAG00000005805	0.140403091	0.013994704	-0.01285957	-0.153266166	0.061736742	-0.120181364	0.061485972	0.022734759	0.005267939	0.000252177	0.005886989	0.007532209	0.00509503	0.006620968	0.351762843	0.847102975	0.41805918	0.045764467	0.476868181	0.09224037	0.449864674	0.493448465	0.999843736	ENSFDAG00000005805_GOT2	GOT2	0
ENSFDAG00000007590	0.371757051	0.024310156	-0.051774293	0.352964081	-0.189972816	0.139463443	-0.077877824	0.120088934	0.027826167	0.001332041	0.031096098	0.03978643	0.026912829	0.034973097	0.283373106	0.884131335	0.156019986	0.045327633	0.340889058	0.395257863	0.677092045	0.493448465	0.999843736	ENSFDAG00000007590_TMEM131L	TMEM131L	0
ENSFDAG00000008089	-0.239015547	0.392291455	0.032466176	-0.616933934	-0.336058343	-0.440604983	0.160132783	0.368119034	0.085297965	0.00408322	0.095321567	0.121960798	0.082498232	0.10720607	0.693624043	0.179208392	0.611399179	0.045692929	0.335905529	0.125028154	0.624792507	0.493448465	0.999843736	ENSFDAG00000008089_PLEKHG7	PLEKHG7	0
ENSFDAG00000008947	-0.041654901	-0.115542489	0.008082044	0.186026517	0.046704924	-0.159584205	0.097518562	0.033433934	0.007747077	0.000370853	0.008657458	0.011076931	0.007492795	0.009736852	0.819794121	0.189276621	0.674717852	0.045575058	0.657212572	0.065240662	0.323017777	0.493448465	0.999843736	ENSFDAG00000008947_CAB39	CAB39	0
ENSFDAG00000012213	-0.376596328	0.226101681	0.048352196	-0.408243344	0.013498452	-0.289365444	0.000577962	0.160956893	0.037295804	0.001785353	0.041678538	0.053326313	0.036071645	0.046874935	0.347890928	0.241688835	0.252483674	0.04553365	0.953387115	0.127615039	0.997870053	0.493448465	0.999843736	ENSFDAG00000012213_PLS3	PLS3	0
ENSFDAG00000012435	-0.597764694	0.447342531	0.057814448	-0.338913948	-0.028245369	-0.116590883	-0.035513555	0.111079682	0.025738606	0.001232109	0.028763222	0.036801592	0.024893788	0.032349363	0.07288538	0.005297686	0.099543852	0.045679165	0.882945765	0.459933185	0.843473929	0.493448465	0.999843736	ENSFDAG00000012435_TGFB2	TGFB2	0
ENSFDAG00000012517	-0.302908107	-0.044923	0.032159488	0.351335103	0.263242998	-0.082168236	-0.159193886	0.119459957	0.027680425	0.001325064	0.030933229	0.039578045	0.026771871	0.034789922	0.380815522	0.787151351	0.376983617	0.04575985	0.185764653	0.61553669	0.393386302	0.493448465	0.999843736	ENSFDAG00000012517_LGALS3	LGALS3	0
ENSFDAG00000012941	-0.457376805	0.114010319	0.055071706	-0.336320515	0.075569784	-0.114609107	0.06155137	0.109368229	0.02534204	0.001213125	0.028320054	0.036234574	0.024510239	0.031850942	0.166658649	0.473879006	0.113841571	0.0456614	0.691370095	0.464133305	0.73017947	0.493448465	0.999843736	ENSFDAG00000012941_CASK	CASK	0
ENSFDAG00000013184	0.043979555	-0.002685535	0.001027546	-0.129754195	-0.017473645	-0.108295589	-0.006617738	0.016272589	0.00377057	0.000180497	0.004213661	0.00539124	0.003646809	0.004739011	0.730271443	0.965115793	0.93903472	0.045618892	0.811897148	0.072924102	0.923416134	0.493448465	0.999843736	ENSFDAG00000013184_STK16	STK16	0
ENSFDAG00000015253	-0.260433964	-0.259541242	0.059621851	-0.298011332	-0.090907378	-0.363682984	0.070501186	0.085846274	0.019891698	0.000952217	0.022229227	0.028441561	0.019238793	0.025000722	0.37407444	0.065735504	0.053342843	0.04562937	0.589858039	0.008741329	0.655682332	0.493448465	0.999843736	ENSFDAG00000015253_C11orf49	C11orf49	0
ENSFDAG00000016666	0.911705605	-0.450295468	-0.102927778	0.657295879	0.142487484	0.14859069	0.032223764	0.416128391	0.096422357	0.004615746	0.107753218	0.137866684	0.093257488	0.121187674	0.157561229	0.147020625	0.129773261	0.045244232	0.701164624	0.626559582	0.92624911	0.493448465	0.999843736	ENSFDAG00000016666_GGA3	GGA3	0
ENSFDAG00000019415	-1.336499719	-0.010517732	0.167257381	-0.407384602	0.016535368	-0.237828957	0.249784147	0.220014968	0.017792178	0.002722751	0.041440897	0.048026273	0.017767886	0.023326709	0.004381141	0.937151089	0.00134878	0.04537107	0.939854582	0.074388957	0.101954069	0.493448465	0.999843736	ENSFDAG00000019415_NEO1	NEO1	0
ENSFDAG00000025672	-0.413185128	0.638406888	0.040847708	-0.728669226	-0.068971864	-0.025940262	-0.361279622	0.511186605	0.11844858	0.005670143	0.132367805	0.169360235	0.114560746	0.148871158	0.56332961	0.063603107	0.587499097	0.045197937	0.866900331	0.938909804	0.349093049	0.493448465	0.999843736	ENSFDAG00000025672_ENSFDAG00000025672	ENSFDAG00000025672	0
ENSFDAG00000013162	-3.456020994	0.601956662	0.395405625	-0.749218056	0.033867437	-0.119611559	0.070753395	0.747779883	0.060285322	0.009255477	0.140763076	0.163077095	0.060206896	0.079042545	6.43E-05	0.014220076	3.96E-05	0.045832278	0.933162984	0.625923597	0.801302698	0.493615882	0.999843736	ENSFDAG00000013162_NPY1R	NPY1R	0
ENSFDAG00000001169	-0.182183566	-0.150747154	0.012562809	0.381937292	0.269470348	0.024722226	0.141288373	0.141692725	0.032832046	0.001571673	0.036690232	0.04694394	0.031754401	0.041264697	0.62839373	0.405434009	0.751328629	0.046156228	0.213604112	0.889659668	0.486721985	0.49427072	0.999843736	ENSFDAG00000001169_PIKFYVE	PIKFYVE	0
ENSFDAG00000002685	-0.547209144	0.111191429	0.050574117	0.257240795	0.138898498	0.073263461	-0.107420203	0.064339427	0.014908281	0.000713661	0.016660195	0.02131617	0.014418947	0.018737355	0.030980669	0.362473156	0.058339414	0.046265216	0.341423796	0.541777301	0.432599631	0.49427072	0.999843736	ENSFDAG00000002685_GLRX2	GLRX2	0
ENSFDAG00000003447	-0.132101686	-0.047945163	0.021677286	-0.116187733	-0.021463992	-0.055224946	0.028730551	0.013149926	0.003047009	0.000145861	0.003405071	0.004356676	0.002946997	0.003829609	0.24932737	0.385078962	0.072672441	0.04646783	0.745039734	0.309014733	0.64245728	0.49427072	0.999843736	ENSFDAG00000003447_RPN2	RPN2	0
ENSFDAG00000004311	-0.371330512	0.030456537	0.053066128	-0.254442663	-0.02419194	-0.167530884	-0.051763973	0.063068854	0.014613873	0.000699567	0.01633119	0.020895219	0.014134202	0.01836733	0.139245008	0.801087111	0.0448209	0.046475972	0.867088142	0.158788899	0.702499711	0.49427072	0.999843736	ENSFDAG00000004311_EIF4G3	EIF4G3	0
ENSFDAG00000005930	0.169895601	-0.064138539	-0.027857407	0.259013528	0.01367348	0.134342607	0.102589456	0.065083048	0.015080588	0.000721909	0.01685275	0.021562537	0.014585598	0.018953917	0.505436621	0.601469925	0.299824062	0.04602076	0.925810585	0.265976478	0.456171164	0.49427072	0.999843736	ENSFDAG00000005930_MSRB1	MSRB1	0
ENSFDAG00000007867	-1.520046341	1.023291879	0.145446923	-0.551611771	0.041239593	-0.179933062	0.033421176	0.377131214	0.042241099	0.004570002	0.076502139	0.091903025	0.041851005	0.054958025	0.013316096	6.40E-07	0.031434813	0.046116146	0.891793908	0.379105885	0.886635492	0.49427072	0.999843736	ENSFDAG00000007867_LDB2	LDB2	0
ENSFDAG00000008168	-1.836271211	2.81195257	0.107136985	-1.107735756	0.154714867	-0.139691023	-0.818113091	1.190732501	0.275908197	0.013207747	0.308330942	0.394499257	0.266852069	0.346773028	0.092415903	8.63E-08	0.351215479	0.046050536	0.805430456	0.786839837	0.164746745	0.49427072	0.999843736	ENSFDAG00000008168_MFAP4	MFAP4	0
ENSFDAG00000011580	-1.47487224	0.41478438	0.168581411	-0.516171336	-0.033829634	-0.217289541	-0.01751081	0.311674302	0.043274393	0.003703712	0.06719288	0.082613652	0.042601516	0.0558983	0.008246086	0.046161214	0.005604389	0.046450151	0.906306456	0.292454424	0.940959492	0.49427072	0.999843736	ENSFDAG00000011580_ENSFDAG00000011580	ENSFDAG00000011580	0
ENSFDAG00000011770	0.181833692	-0.138403939	-0.018755618	0.322897233	0.065321574	-0.013917277	-0.163331365	0.101485122	0.023515422	0.001125685	0.026278785	0.033622837	0.022743576	0.029555171	0.568144842	0.366763898	0.57615195	0.046384974	0.721662818	0.926472657	0.342079745	0.49427072	0.999843736	ENSFDAG00000011770_AGPS	AGPS	0
ENSFDAG00000011862	-0.183689455	-0.035350156	0.022049383	-0.133573246	0.141666029	-0.027277339	0.139469914	0.017374337	0.00402586	0.000192718	0.00449895	0.005756258	0.003893719	0.00505987	0.163446216	0.577433818	0.112216436	0.046434207	0.061870801	0.662010438	0.04991418	0.49427072	0.999843736	ENSFDAG00000011862_ALDH18A1	ALDH18A1	0
ENSFDAG00000014255	-0.065528989	-0.917692884	0.032276563	0.913791142	0.943115538	0.124299165	-0.727874566	0.810099487	0.18771058	0.00898572	0.209768976	0.268392477	0.181549361	0.235922554	0.941960881	0.034163904	0.733483726	0.046026141	0.068689882	0.77049833	0.133989896	0.49427072	0.999843736	ENSFDAG00000014255_CD38	CD38	0
ENSFDAG00000020143	-0.378100641	-1.006414823	0.041681566	0.710155715	1.530886107	0.501980141	0.281522211	0.49083916	0.113733813	0.005444446	0.127098992	0.162618962	0.110000731	0.142945441	0.58941646	0.002842934	0.572145683	0.046374481	0.000146889	0.130147106	0.456508924	0.49427072	0.329545455	ENSFDAG00000020143_FMNL1	FMNL1	0
ENSFDAG00000020843	-0.446595295	-0.005694398	0.063984679	-0.561526749	-0.014847714	-0.183421484	0.243434099	0.306591818	0.071041309	0.003400753	0.079389572	0.101576336	0.068709522	0.089287706	0.419923043	0.982954908	0.272551039	0.046270785	0.962842515	0.484084621	0.415257088	0.49427072	0.999843736	ENSFDAG00000020843_ENSFDAG00000020843	ENSFDAG00000020843	0
ENSFDAG00000021261	0.716531927	-1.282454115	-0.047846154	1.149695963	-0.600746183	-0.020170971	0.677011697	1.288021093	0.298451228	0.014286883	0.333523068	0.42673175	0.288655171	0.375106058	0.527808019	0.018899997	0.688940526	0.046506693	0.357765688	0.970051493	0.268986665	0.49427072	0.999843736	ENSFDAG00000021261_ENSFDAG00000021261	ENSFDAG00000021261	0
ENSFDAG00000017480	-0.234269529	0.203511071	0.022567823	-0.221411728	0.051056777	0.002460888	-0.079374641	0.047849814	0.011087424	0.000530756	0.012390338	0.015853028	0.010723502	0.013935141	0.284184726	0.05326863	0.327290836	0.046688941	0.685105616	0.98104068	0.501330672	0.495050856	0.999843736	ENSFDAG00000017480_C12orf29	C12orf29	0
ENSFDAG00000018974	0.400684033	-0.308475772	-0.021356489	-0.268327617	0.027683177	-0.173381176	0.04389897	0.070260775	0.016280335	0.000779341	0.018193482	0.02327796	0.015745966	0.02046181	0.130627957	0.015622058	0.444266613	0.046664476	0.856018805	0.167060379	0.758927329	0.495050856	0.999843736	ENSFDAG00000018974_PRXL2C	PRXL2C	0
ENSFDAG00000006563	-0.441712759	-0.053121235	0.065043796	-0.275651459	-0.113364146	-0.143852733	0.03294495	0.07423324	0.017200807	0.000823404	0.019222122	0.02459407	0.016636225	0.021618697	0.104971439	0.685450956	0.023406847	0.046789795	0.469759431	0.26472296	0.822706698	0.495630609	0.999843736	ENSFDAG00000006563_ENSFDAG00000006563	ENSFDAG00000006563	0
ENSFDAG00000003093	-0.231113404	0.025980072	0.031308594	-0.218548846	-2.34E-05	-0.078482083	0.059564913	0.046856588	0.01085728	0.000519739	0.01213315	0.015523965	0.010500912	0.013645887	0.28566633	0.803103179	0.169653652	0.04724562	0.999849908	0.44375161	0.610117722	0.496598693	0.999927885	ENSFDAG00000003093_PSMD5	PSMD5	0
ENSFDAG00000005896	-0.023552888	0.119150058	0.013414524	-0.375369598	-0.005762379	-0.310653252	-0.035692023	0.137909531	0.031955431	0.001529709	0.035710603	0.045690537	0.030906559	0.04016293	0.949429645	0.50507022	0.731612276	0.046992075	0.978493181	0.077218669	0.858646198	0.496598693	0.999843736	ENSFDAG00000005896_DHX36	DHX36	0
ENSFDAG00000011437	0.075394564	-0.038823907	-0.015473179	0.217630132	0.027090742	0.078219327	0.056121698	0.046452047	0.010763543	0.000515252	0.012028397	0.015389937	0.010410252	0.013528074	0.726478036	0.708244099	0.495451934	0.047218428	0.827137113	0.443303994	0.629438565	0.496598693	0.999843736	ENSFDAG00000011437_STK38	STK38	0
ENSFDAG00000014604	0.224230579	-0.077729489	-0.027156789	0.166707573	0.032426188	0.030300947	0.005670563	0.027264972	0.006317648	0.000302426	0.007060053	0.009033105	0.006110284	0.007940286	0.174471085	0.328108593	0.118383247	0.047250909	0.732971737	0.698284509	0.949259453	0.496598693	0.999843736	ENSFDAG00000014604_UBE2J2	UBE2J2	0
ENSFDAG00000014769	0.08078293	-0.371301972	0.011763551	-0.114210066	0.013924677	-0.023042826	0.052957143	0.012773407	0.002959764	0.000141684	0.003307575	0.004231932	0.002862616	0.003719956	0.474751262	8.80E-12	0.323017987	0.047048396	0.830507857	0.666701437	0.385245635	0.496598693	0.999843736	ENSFDAG00000014769_LEPROT	LEPROT	0
ENSFDAG00000017735	-0.051201184	-0.010285035	0.006103363	0.171817733	0.022522141	0.031713267	-0.218278562	0.028921468	0.00670148	0.0003208	0.00748899	0.009581915	0.006481518	0.008422702	0.763359872	0.900018623	0.733282397	0.047095745	0.818027693	0.693643716	0.017387832	0.496598693	0.999843736	ENSFDAG00000017735_PPIC	PPIC	0
ENSFDAG00000026289	0.264700701	-0.199769369	-0.040708582	0.722565848	0.123472035	-0.066132525	0.188906864	0.511836219	0.118599104	0.005677348	0.132536017	0.169575457	0.114706329	0.149060344	0.711390197	0.561860399	0.589008828	0.047169921	0.7643005	0.845186549	0.624636128	0.496598693	0.999843736	ENSFDAG00000026289_ENSFDAG00000026289	ENSFDAG00000026289	0
ENSFDAG00000026946	-0.572344819	0.696922443	0.043587245	-0.601040836	0.696592856	-0.231498124	-0.27844875	0.353731495	0.081964185	0.003923632	0.091596026	0.11719409	0.079273877	0.103016036	0.335887351	0.014921018	0.486523112	0.04704022	0.041868911	0.41095774	0.385642542	0.496598693	0.999843736	ENSFDAG00000026946_ENSFDAG00000026946	ENSFDAG00000026946	0
ENSFDAG00000006999	-0.296313159	-0.002628606	0.044807257	-0.307582138	0.002633596	-0.170726409	0.053636281	0.09295382	0.021538608	0.001031055	0.02406967	0.030796348	0.020831647	0.027070629	0.331105047	0.985709958	0.162886773	0.047416752	0.988026439	0.236858637	0.744428965	0.496869221	0.999843736	ENSFDAG00000006999_ENSFDAG00000006999	ENSFDAG00000006999	0
